time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-11-20T11:30:56.467Z,13.9196,-93.11,10,5.4,mww,,133,1.498,1.02,us,us70006ad6,2019-11-21T11:33:02.051Z,"115km SW of Puerto Madero, Mexico",earthquake,6.4,1.8,0.066,22,reviewed,us,us
2019-11-20T08:26:07.542Z,53.1633,153.6852,486.81,6.3,mww,,38,2.418,0.99,us,us70006a9e,2019-11-21T08:29:00.055Z,"267km NW of Ozernovskiy, Russia",earthquake,9.7,10.7,0.071,19,reviewed,us,us
2019-11-20T06:32:17.054Z,1.5754,126.4891,45.22,5,mb,,76,1.186,0.97,us,us70006a8a,2019-11-20T06:52:42.040Z,"131km NW of Kota Ternate, Indonesia",earthquake,5.2,6.7,0.079,51,reviewed,us,us
2019-11-20T04:27:05.921Z,13.9824,-93.1298,10.97,6.3,mww,,67,1.492,1.19,us,us70006a6q,2019-11-21T15:16:26.841Z,"111km SW of Puerto Madero, Mexico",earthquake,6.7,2.5,0.059,28,reviewed,us,us
2019-11-20T03:37:09.231Z,7.3022,94.5601,10,4.8,mb,,142,3.142,0.73,us,us70006a6a,2019-11-20T04:15:37.040Z,"155km ESE of Mohean, India",earthquake,11.2,1.9,0.084,44,reviewed,us,us
2019-11-20T00:05:06.834Z,1.7085,126.5312,35,4.8,mb,,107,1.25,0.82,us,us70006a59,2019-11-20T00:57:55.040Z,"138km NW of Kota Ternate, Indonesia",earthquake,5.6,1.7,0.08,49,reviewed,us,us
2019-11-19T23:33:57.934Z,84.9963,99.6889,10,4.6,mb,,68,12.047,0.74,us,us70006a4z,2019-11-19T23:56:36.040Z,"North of Severnaya Zemlya",earthquake,5.5,1.9,0.079,48,reviewed,us,us
2019-11-19T23:10:40.568Z,-33.6434,-66.8781,10,5.8,mww,,24,2.588,0.81,us,us70006a4q,2019-11-21T10:47:13.410Z,"63km SW of San Luis, Argentina",earthquake,5.8,1.6,0.046,45,reviewed,us,us
2019-11-19T22:26:34.282Z,54.9904,-156.3647,26.1,4.6,ml,,,,0.61,ak,ak019euju9yc,2019-11-19T23:39:14.040Z,"104km SSW of Chirikof Island, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2019-11-19T20:47:40.635Z,-5.709,-76.8857,39.82,4.5,mb,,140,3.996,0.57,us,us70006a2n,2019-11-20T16:19:32.556Z,"38km NNE of Moyobamba, Peru",earthquake,10.3,10.7,0.077,52,reviewed,us,us
2019-11-19T20:27:24.426Z,-12.6351,113.2824,12.4,4.9,mww,,50,4.226,0.86,us,us70006a20,2019-11-20T16:07:02.040Z,"Northwest of Australia",earthquake,8,3.9,0.075,17,reviewed,us,us
2019-11-19T13:30:55.851Z,29.3213,81.1463,10,5,mww,,36,5.161,0.59,us,us700069vd,2019-11-20T16:10:05.894Z,"21km ENE of Dipayal, Nepal",earthquake,8.1,1.8,0.103,9,reviewed,us,us
2019-11-19T12:03:46.243Z,27.538,129.9153,21.87,4.6,mb,,56,1.621,1.11,us,us700069us,2019-11-19T13:13:44.040Z,"101km SSE of Naze, Japan",earthquake,4.1,6,0.122,20,reviewed,us,us
2019-11-19T06:10:26.548Z,29.2623,142.2589,10,5.1,mb,,122,2.159,0.81,us,us700069sk,2019-11-19T06:30:19.040Z,"241km N of Chichi-shima, Japan",earthquake,4.6,1.8,0.032,310,reviewed,us,us
2019-11-19T02:46:40.446Z,-7.426,128.1353,132.89,4.7,mb,,100,3.183,0.65,us,us700069qy,2019-11-19T03:00:10.040Z,"Kepulauan Barat Daya, Indonesia",earthquake,8.4,9.1,0.117,22,reviewed,us,us
2019-11-19T00:14:13.557Z,38.5443,44.4021,10,4.7,mwr,,32,1.623,0.71,us,us700069pz,2019-11-19T00:55:04.040Z,"23km ESE of Saray, Turkey",earthquake,5.5,1.8,0.083,14,reviewed,us,us
2019-11-19T00:10:45.953Z,12.4069,-60.2615,58.19,4.7,mb,,114,1.002,0.51,us,us700069ps,2019-11-19T02:09:00.980Z,"103km SW of Bridgetown, Barbados",earthquake,5.6,7.9,0.038,207,reviewed,us,us
2019-11-18T23:41:34.132Z,-2.4978,138.6113,10,4.9,mb,,35,8.759,1.16,us,us700069pe,2019-11-19T00:04:23.040Z,"219km W of Abepura, Indonesia",earthquake,8.8,1.9,0.057,96,reviewed,us,us
2019-11-18T21:40:12.346Z,-0.6882,134.0119,27.82,5.1,mww,,46,2.831,1.13,us,us700069ls,2019-11-18T23:51:40.137Z,"21km NNW of Manokwari, Indonesia",earthquake,8.5,4.9,0.066,22,reviewed,us,us
2019-11-18T15:20:37.524Z,-3.8071,141.4348,35,4.7,mb,,61,6.177,0.81,us,us700069fp,2019-11-18T15:49:17.040Z,"125km SW of Aitape, Papua New Guinea",earthquake,10,2,0.09,37,reviewed,us,us
2019-11-18T13:22:09.943Z,7.6247,124.9124,13.11,5.9,mww,,41,0.861,0.74,us,us700069f4,2019-11-19T21:22:37.040Z,"2km N of Kadingilan, Philippines",earthquake,6.5,3.8,0.078,16,reviewed,us,us
2019-11-18T13:13:58.567Z,0.3612,122.0755,193.32,4.7,mb,,51,1.492,0.67,us,us700069f3,2019-11-18T14:25:41.040Z,"35km WSW of Tilamuta, Indonesia",earthquake,7.9,6.6,0.074,55,reviewed,us,us
2019-11-18T11:34:02.750Z,1.7534,126.5772,26.18,4.7,mb,,108,1.254,1.04,us,us700069en,2019-11-18T12:09:28.040Z,"138km NW of Kota Ternate, Indonesia",earthquake,7.9,5.9,0.1,30,reviewed,us,us
2019-11-18T11:24:06.163Z,1.7508,126.4967,35,4.9,mb,,86,1.304,0.93,us,us700069ei,2019-11-18T11:37:55.040Z,"144km NW of Kota Ternate, Indonesia",earthquake,7.3,1.9,0.089,40,reviewed,us,us
2019-11-17T23:55:49.414Z,13.4597,145.2617,66.8,5.1,mww,,26,0.403,0.98,us,us700069ai,2019-11-21T00:05:57.416Z,"40km ESE of Yigo Mayor's Office, Guam",earthquake,7.3,4.3,0.089,12,reviewed,us,us
2019-11-17T23:05:55.674Z,11.2863,92.9571,53.39,5.1,mb,,85,0.422,0.95,us,us7000699n,2019-11-18T01:37:51.803Z,"47km SSE of Port Blair, India",earthquake,6.8,5.5,0.051,124,reviewed,us,us
2019-11-17T19:36:44.115Z,-3.7958,128.8731,38.45,4.6,mb,,94,3.48,1.31,us,us7000697u,2019-11-17T20:55:33.040Z,"35km SE of Saparua, Indonesia",earthquake,4.9,9,0.126,19,reviewed,us,us
2019-11-17T18:18:17.745Z,4.8722,127.5021,116.46,4.5,mb,,126,2.902,1.04,us,us70006976,2019-11-18T13:41:06.624Z,"220km SE of Pondaguitan, Philippines",earthquake,5.2,9.2,0.118,21,reviewed,us,us
2019-11-17T17:14:22.681Z,37.0526,22.9992,10,4.7,mb,,140,0.867,1.16,us,us7000696n,2019-11-17T17:37:18.040Z,"17km SE of Leonidi, Greece",earthquake,5,1.9,0.126,19,reviewed,us,us
2019-11-17T16:38:50.250Z,-13.4346,167.8982,10,4.9,mb,,65,8.746,0.93,us,us7000696d,2019-11-17T17:46:27.040Z,"62km NE of Sola, Vanuatu",earthquake,9.7,1.9,0.069,68,reviewed,us,us
2019-11-17T14:17:04.918Z,38.9098,70.8457,10.21,4.6,mb,,55,0.422,0.82,us,us7000695a,2019-11-17T14:37:18.040Z,"42km ESE of Gharm, Tajikistan",earthquake,5.3,4.2,0.125,22,reviewed,us,us
2019-11-17T12:13:27.489Z,-20.8048,-177.818,493.61,5.8,mww,,62,4.947,0.82,us,us7000694m,2019-11-19T21:26:06.040Z,"93km E of Ndoi Island, Fiji",earthquake,10.3,6.2,0.063,24,reviewed,us,us
2019-11-17T11:08:03.049Z,1.5158,126.4335,35,4.7,mb,,92,1.19,0.85,us,us70006949,2019-11-17T11:28:17.040Z,"131km NW of Kota Ternate, Indonesia",earthquake,7.5,2,0.081,46,reviewed,us,us
2019-11-17T11:05:33.480Z,34.5987,139.0693,14.29,4.8,mb,,103,0.735,0.8,us,us70006944,2019-11-20T17:02:42.839Z,"13km SE of Shimoda, Japan",earthquake,3,4.9,0.095,34,reviewed,us,us
2019-11-17T09:54:31.902Z,-25.5254,179.7608,493.04,4.5,mb,,54,4.236,1.04,us,us7000693p,2019-11-17T10:15:53.040Z,"South of the Fiji Islands",earthquake,11.9,7.5,0.047,130,reviewed,us,us
2019-11-17T08:39:09.113Z,32.6284,-4.2761,10,5.2,mww,,47,0.467,1.26,us,us70006937,2019-11-20T10:57:35.836Z,"22km SE of Amersid, Morocco",earthquake,4,1.8,0.078,16,reviewed,us,us
2019-11-17T08:26:29.390Z,-16.3457,66.7447,10,5.1,mb,,58,16.026,0.81,us,us7000693a,2019-11-17T09:14:15.040Z,"Mid-Indian Ridge",earthquake,10.7,1.8,0.065,77,reviewed,us,us
2019-11-17T06:47:05.786Z,7.2703,94.8747,10,4.7,mb,,83,2.891,0.56,us,us7000692f,2019-11-17T07:38:53.040Z,"160km NNW of Sabang, Indonesia",earthquake,8.6,1.9,0.098,32,reviewed,us,us
2019-11-17T06:18:34.612Z,-54.0765,6.1345,10,5.4,mww,,97,18.088,0.56,us,us7000692c,2019-11-18T16:38:58.040Z,"185km E of Bouvet Island, Bouvet Island",earthquake,7.8,1.9,0.08,15,reviewed,us,us
2019-11-17T01:28:55.228Z,7.1934,94.5395,10,5.2,mww,,89,3.088,0.97,us,us7000690l,2019-11-17T01:48:04.040Z,"159km ESE of Mohean, India",earthquake,8.1,1.9,0.08,15,reviewed,us,us
2019-11-17T00:32:44.349Z,1.7135,126.5182,35,4.7,mb,,117,1.262,0.79,us,us70006908,2019-11-17T00:47:10.040Z,"139km NW of Kota Ternate, Indonesia",earthquake,7.1,2,0.087,40,reviewed,us,us
2019-11-16T18:34:51.232Z,0.4601,123.9116,165.56,4.6,mb,,51,1.877,0.68,us,us700068wb,2019-11-19T18:04:17.040Z,"11km NW of Molibagu, Indonesia",earthquake,6.8,3.7,0.068,71,reviewed,us,us
2019-11-16T18:32:39.816Z,28.5703,130.2906,24.27,4.9,mb,,68,2.487,0.73,us,us700068w9,2019-11-19T17:34:00.040Z,"82km ENE of Naze, Japan",earthquake,6.4,6.3,0.076,61,reviewed,us,us
2019-11-16T17:46:03.050Z,-3.3186,137.5188,63.73,5.1,mww,,24,5.277,0.92,us,us700068vs,2019-11-19T17:27:22.040Z,"145km ENE of Enarotali, Indonesia",earthquake,5.9,4.5,0.08,15,reviewed,us,us
2019-11-16T13:17:54.937Z,63.7843,-23.3364,10,4.6,mb,,133,1.305,0.65,us,us700068u5,2019-11-16T13:53:47.040Z,"41km SW of Sandgerdi, Iceland",earthquake,7.6,1.9,0.055,98,reviewed,us,us
2019-11-16T11:42:47.712Z,53.393,-35.2949,10,4.6,mb,,104,18.468,0.95,us,us700068t9,2019-11-16T12:04:01.040Z,"Reykjanes Ridge",earthquake,12.8,1.9,0.057,91,reviewed,us,us
2019-11-16T10:19:15.181Z,1.5486,126.3302,35,5.8,mww,,29,1.292,1.18,us,us700068sr,2019-11-19T21:29:56.040Z,"128km E of Bitung, Indonesia",earthquake,6,1.7,0.055,32,reviewed,us,us
2019-11-16T06:23:25.490Z,37.0117,71.7424,135.44,4.5,mb,,88,0.521,0.99,us,us700068rn,2019-11-16T07:13:56.040Z,"28km SSW of Roshtqal'a, Tajikistan",earthquake,5.9,5,0.111,24,reviewed,us,us
2019-11-16T04:17:50.677Z,-11.3798,166.5467,35,4.8,mb,,120,4.093,1.22,us,us700068qy,2019-11-16T04:35:54.040Z,"107km SE of Lata, Solomon Islands",earthquake,14.7,2,0.109,26,reviewed,us,us
2019-11-16T03:40:56.457Z,1.5367,126.5856,35,4.8,mb,,106,1.089,1.08,us,us700068qk,2019-11-16T03:55:50.040Z,"120km NW of Kota Ternate, Indonesia",earthquake,7,2,0.176,10,reviewed,us,us
2019-11-16T03:12:35.477Z,1.6212,126.4708,35,4.9,mb,,87,1.23,1.25,us,us700068qb,2019-11-16T03:30:29.040Z,"136km NW of Kota Ternate, Indonesia",earthquake,6.5,1.7,0.095,35,reviewed,us,us
2019-11-16T02:51:49.817Z,34.0716,141.7299,10,5.3,mb,,67,1.862,0.89,us,us700068pt,2019-11-18T16:32:33.040Z,"176km SE of Katsuura, Japan",earthquake,5,1.8,0.028,434,reviewed,us,us
2019-11-16T02:34:26.651Z,-5.3823,146.8109,233.92,4.7,mb,,122,3.362,0.34,us,us700068pq,2019-11-16T02:53:23.040Z,"113km E of Madang, Papua New Guinea",earthquake,11.8,8.6,0.113,24,reviewed,us,us
2019-11-16T01:36:36.535Z,7.3886,124.8266,10,4.6,mb,,112,0.811,1.43,us,us700068pe,2019-11-18T13:38:45.404Z,"4km NE of Liliongan, Philippines",earthquake,8,1.9,0.125,19,reviewed,us,us
2019-11-15T23:44:33.910Z,1.4689,126.4574,35,5.1,mb,,32,1.142,0.65,us,us700068n7,2019-11-16T00:03:53.040Z,"126km NW of Kota Ternate, Indonesia",earthquake,6.5,1.9,0.062,85,reviewed,us,us
2019-11-15T22:02:02.866Z,1.572,126.4373,30.91,4.7,mb,,89,1.222,1,us,us700068m4,2019-11-15T22:17:35.040Z,"135km NW of Kota Ternate, Indonesia",earthquake,7.4,6,0.074,55,reviewed,us,us
2019-11-15T21:02:04.273Z,-3.453,128.3304,35,4.5,mb,,54,3.948,0.66,us,us700068kr,2019-11-15T22:08:33.040Z,"11km SSW of Kairatu, Indonesia",earthquake,5.7,2,0.092,35,reviewed,us,us
2019-11-15T18:15:14.170Z,37.1503,23.8814,21.01,4.5,mb,,49,1.562,0.8,us,us700068i9,2019-11-16T15:10:56.916Z,"42km ESE of Ydra, Greece",earthquake,4.9,5.5,0.102,32,reviewed,us,us
2019-11-15T17:16:42.726Z,-34.0002,-72.2538,16.27,5.2,mww,,62,0.632,0.69,us,us60006c5a,2019-11-19T23:17:45.922Z,"73km SW of San Antonio, Chile",earthquake,4.4,2.3,0.075,17,reviewed,us,us
2019-11-15T14:23:53.747Z,1.6624,126.5035,35,4.7,mb,,53,1.235,0.9,us,us60006c05,2019-11-18T13:47:16.040Z,"136km NW of Kota Ternate, Indonesia",earthquake,7.3,1.9,0.092,36,reviewed,us,us
2019-11-15T12:52:23.635Z,1.6391,126.3917,35,5.1,mww,,44,1.3,0.86,us,us60006bzr,2019-11-15T13:06:28.040Z,"136km E of Bitung, Indonesia",earthquake,7.3,2,0.078,16,reviewed,us,us
2019-11-15T12:41:34.595Z,1.3714,126.5195,35,4.6,mb,,103,1.035,1.03,us,us60006bzp,2019-11-15T12:57:37.040Z,"114km NW of Kota Ternate, Indonesia",earthquake,5.7,2,0.112,24,reviewed,us,us
2019-11-15T09:36:23.479Z,1.5436,126.4348,35,5,mb,,73,1.206,0.81,us,us60006bws,2019-11-15T09:52:56.040Z,"133km NW of Kota Ternate, Indonesia",earthquake,7.3,2,0.08,51,reviewed,us,us
2019-11-15T08:08:49.771Z,1.5589,126.5327,35,5,mb,,95,1.143,1.06,us,us60006bw6,2019-11-15T08:25:36.040Z,"126km NW of Kota Ternate, Indonesia",earthquake,7.7,2,0.092,38,reviewed,us,us
2019-11-15T07:06:54.105Z,-4.4675,101.7663,47.49,4.8,mb,,57,1.19,1,us,us60006bw0,2019-11-15T07:23:11.040Z,"92km SW of Bengkulu, Indonesia",earthquake,6.4,5.5,0.089,39,reviewed,us,us
2019-11-15T06:08:35.318Z,1.5671,126.4198,35,4.5,mb,,98,1.233,0.8,us,us60006bvw,2019-11-15T06:29:31.040Z,"136km NW of Kota Ternate, Indonesia",earthquake,4.7,2,0.109,25,reviewed,us,us
2019-11-15T05:53:17.523Z,-6.9184,130.4248,102.01,4.5,mb,,77,1.367,1.03,us,us60006bvt,2019-11-15T06:10:37.040Z,"150km NW of Saumlaki, Indonesia",earthquake,7.8,7,0.119,21,reviewed,us,us
2019-11-15T05:47:18.836Z,1.669,126.4201,35,4.9,mb,,69,1.3,0.97,us,us60006bvq,2019-11-15T06:03:41.040Z,"139km E of Bitung, Indonesia",earthquake,6.4,2,0.095,35,reviewed,us,us
2019-11-15T05:34:49.267Z,1.5642,126.352,35,5,mb,,84,1.284,1.14,us,us60006bvp,2019-11-15T05:52:47.040Z,"130km E of Bitung, Indonesia",earthquake,6.4,1.9,0.095,35,reviewed,us,us
2019-11-15T05:27:53.420Z,1.5712,126.3348,35,4.9,mb,,93,1.301,0.75,us,us60006bvn,2019-11-15T05:43:43.040Z,"128km E of Bitung, Indonesia",earthquake,6.5,2,0.093,36,reviewed,us,us
2019-11-15T04:42:11.819Z,1.4716,126.3009,35,4.9,mb,,99,1.272,1.18,us,us60006bvb,2019-11-15T05:00:52.040Z,"124km E of Bitung, Indonesia",earthquake,7.8,2,0.125,20,reviewed,us,us
2019-11-15T03:58:51.698Z,1.6742,126.4737,35,4.6,mb,,108,1.265,1.18,us,us60006bv1,2019-11-15T04:17:48.040Z,"139km NW of Kota Ternate, Indonesia",earthquake,6.3,2,0.12,21,reviewed,us,us
2019-11-15T03:13:00.245Z,1.6665,126.5444,35,5,mb,,101,1.21,1.1,us,us60006bus,2019-11-15T03:29:17.040Z,"133km NW of Kota Ternate, Indonesia",earthquake,5.8,2,0.079,51,reviewed,us,us
2019-11-15T02:06:29.882Z,1.6205,126.412,35,4.5,mb,,105,1.273,1.23,us,us60006buk,2019-11-15T02:32:33.040Z,"138km E of Bitung, Indonesia",earthquake,7.2,2,0.124,19,reviewed,us,us
2019-11-15T01:57:26.228Z,13.2487,119.9417,40.25,4.8,mb,,117,8.145,1.16,us,us60006bui,2019-11-15T02:15:50.040Z,"57km WSW of Harrison, Philippines",earthquake,10.8,7.3,0.113,24,reviewed,us,us
2019-11-15T01:36:28.187Z,6.8737,126.7211,178.8,4.5,mb,,135,1.15,0.62,us,us60006bue,2019-11-16T01:54:46.236Z,"35km ESE of Tarragona, Philippines",earthquake,12.2,5.5,0.127,18,reviewed,us,us
2019-11-15T01:17:38.841Z,1.6033,126.3558,43.62,5.9,mww,,37,1.305,1.28,us,us60006bu3,2019-11-16T01:19:52.321Z,"131km E of Bitung, Indonesia",earthquake,7.4,5.5,0.062,25,reviewed,us,us
2019-11-15T00:39:08.351Z,2.2416,126.6494,35,4.8,mb,,90,1.626,1.21,us,us60006bt9,2019-11-15T02:02:28.040Z,"161km WNW of Tobelo, Indonesia",earthquake,4.1,2,0.088,40,reviewed,us,us
2019-11-14T23:59:43.998Z,1.6803,126.4248,35,4.8,mb,,89,1.304,0.84,us,us60006bsz,2019-11-15T01:58:38.040Z,"140km E of Bitung, Indonesia",earthquake,6.7,1.8,0.072,60,reviewed,us,us
2019-11-14T23:17:20.714Z,1.6013,126.3503,27.62,5.5,mww,,29,1.308,0.74,us,us60006bse,2019-11-18T06:22:08.189Z,"131km E of Bitung, Indonesia",earthquake,6.6,3.5,0.078,16,reviewed,us,us
2019-11-14T22:42:23.207Z,1.6006,126.3886,25.18,5.1,mww,,29,1.278,0.78,us,us60006brf,2019-11-16T23:08:59.040Z,"135km E of Bitung, Indonesia",earthquake,6.3,3.7,0.08,15,reviewed,us,us
2019-11-14T22:34:21.532Z,1.7092,126.3989,16.92,5.3,mww,,29,1.342,0.96,us,us60006br6,2019-11-16T23:14:35.040Z,"138km ENE of Bitung, Indonesia",earthquake,6,3.4,0.08,15,reviewed,us,us
2019-11-14T22:28:20.190Z,1.6611,126.4392,24.84,5,mb,,59,1.28,0.72,us,us60006br4,2019-11-16T23:20:32.040Z,"141km NW of Kota Ternate, Indonesia",earthquake,4.5,5.1,0.077,54,reviewed,us,us
2019-11-14T22:25:51.015Z,1.5556,126.4383,35.45,5.1,mb,,94,1.211,0.89,us,us60006br2,2019-11-16T23:32:22.040Z,"134km NW of Kota Ternate, Indonesia",earthquake,3,5.6,0.063,81,reviewed,us,us
2019-11-14T22:15:09.148Z,1.6227,126.466,20.16,5.4,mb,,29,1.235,0.8,us,us60006bqu,2019-11-16T23:46:10.764Z,"136km NW of Kota Ternate, Indonesia",earthquake,5.9,3.2,0.04,212,reviewed,us,us
2019-11-14T22:00:32.562Z,1.4849,126.4537,17.91,5.1,mb,,77,1.155,0.95,us,us60006bqp,2019-11-16T23:58:03.040Z,"127km NW of Kota Ternate, Indonesia",earthquake,4.9,3.9,0.06,91,reviewed,us,us
2019-11-14T21:37:27.493Z,1.4142,126.4089,27.68,5.4,mww,,48,1.15,0.76,us,us60006bq8,2019-11-17T00:16:48.851Z,"127km WNW of Kota Ternate, Indonesia",earthquake,6.8,4,0.071,19,reviewed,us,us
2019-11-14T21:33:44.238Z,1.6709,126.4761,17.89,5,mb,,94,1.261,1.11,us,us60006bq3,2019-11-16T22:51:26.040Z,"139km NW of Kota Ternate, Indonesia",earthquake,7.6,4.6,0.101,32,reviewed,us,us
2019-11-14T21:30:51.337Z,-17.6467,-178.7811,543.32,4.6,mb,,72,3.019,1,us,us60006bq2,2019-11-16T22:41:10.040Z,"238km SE of Lambasa, Fiji",earthquake,10.5,6.9,0.057,91,reviewed,us,us
2019-11-14T21:12:54.750Z,1.5673,126.4136,23,6,mww,,18,1.237,1.29,us,us60006bpw,2019-11-18T06:18:51.983Z,"136km NW of Kota Ternate, Indonesia",earthquake,2.2,1.7,0.061,26,reviewed,us,us
2019-11-14T21:07:29.022Z,1.5268,126.4353,35,5.2,mww,,33,1.195,0.62,us,us60006bps,2019-11-16T22:31:56.040Z,"132km NW of Kota Ternate, Indonesia",earthquake,6.5,1.9,0.08,15,reviewed,us,us
2019-11-14T20:54:02.102Z,1.6628,126.427,35,5.3,mb,,40,1.29,1.14,us,us60006bpm,2019-11-18T18:19:21.040Z,"140km E of Bitung, Indonesia",earthquake,6.3,1.9,0.055,111,reviewed,us,us
2019-11-14T20:52:25.879Z,-8.5526,-74.5409,113.09,4.9,mb,,77,4.096,0.63,us,us60006bpk,2019-11-18T18:22:04.040Z,"19km S of Pucallpa, Peru",earthquake,7.5,8,0.037,234,reviewed,us,us
2019-11-14T20:39:04.755Z,1.6741,126.3826,4.61,5.3,mww,,31,1.33,1.01,us,us60006bpd,2019-11-18T18:26:36.040Z,"135km E of Bitung, Indonesia",earthquake,6.4,3.5,0.08,15,reviewed,us,us
2019-11-14T20:19:42.920Z,1.6807,126.6185,6.91,5.4,mww,,53,1.172,1.21,us,us60006bp3,2019-11-18T18:47:45.080Z,"129km NW of Kota Ternate, Indonesia",earthquake,6.5,3.1,0.078,16,reviewed,us,us
2019-11-14T20:10:48.239Z,1.7105,126.3895,26.91,5.1,mb,,103,1.35,0.58,us,us60006bns,2019-11-18T18:48:16.040Z,"137km ENE of Bitung, Indonesia",earthquake,6.9,4.5,0.066,76,reviewed,us,us
2019-11-14T20:07:04.328Z,1.671,126.5207,27.23,4.6,mb,,101,1.23,1.19,us,us60006bnt,2019-11-18T18:49:26.040Z,"136km NW of Kota Ternate, Indonesia",earthquake,7.8,4.6,0.111,24,reviewed,us,us
2019-11-14T18:45:38.562Z,1.4344,126.3592,23.85,5.8,mb,,29,1.203,0.81,us,us60006bmg,2019-11-18T19:03:28.007Z,"130km E of Bitung, Indonesia",earthquake,4.9,4.2,0.034,319,reviewed,us,us
2019-11-14T18:30:17.833Z,7.1027,94.81,128.77,5,mb,,102,2.825,1.06,us,us60006bmd,2019-11-18T19:07:56.667Z,"145km NNW of Sabang, Indonesia",earthquake,10.4,7.8,0.087,42,reviewed,us,us
